DATUM,AVG(QUOTA)
2005-03-23T04:03:00,384.47
2005-03-23T05:03:00,384.47
2005-03-23T06:03:00,384.47
2005-03-23T07:03:00,384.47
2005-03-23T08:03:00,384.44
2005-03-23T09:03:00,384.44
2005-03-23T10:03:00,384.44
2005-03-23T11:03:00,384.44
2005-03-23T12:03:00,384.43
2005-03-23T13:03:00,384.45
2005-03-23T14:03:00,384.43
2005-03-23T15:03:00,384.43
2005-03-23T16:03:00,384.43
2005-03-23T17:03:00,384.43
2005-03-23T18:03:00,384.43
2005-03-23T19:03:00,384.44
2005-03-23T20:03:00,384.44
2005-03-23T21:03:00,384.45
2005-03-23T22:03:00,384.46
2005-03-23T23:03:00,384.46
2005-03-24T00:03:00,384.46
2005-03-24T01:03:00,384.47
2005-03-24T02:03:00,384.47
2005-03-24T03:03:00,384.47
2005-03-24T04:03:00,384.47
2005-03-24T05:03:00,384.47
2005-03-24T06:03:00,384.47
2005-03-24T07:03:00,384.47
2005-03-24T08:03:00,384.45
2005-03-24T09:03:00,384.45
2005-03-24T10:03:00,384.46
2005-03-24T11:03:00,384.45
2005-03-24T12:03:00,384.45
2005-03-24T13:03:00,384.46
2005-03-24T14:03:00,384.44
2005-03-24T15:03:00,384.45
2005-03-24T16:03:00,384.44
2005-03-24T17:03:00,384.44
2005-03-24T18:03:00,384.46
2005-03-24T19:03:00,384.47
2005-03-24T20:03:00,384.47
2005-03-24T21:03:00,384.47
2005-03-24T22:03:00,384.48
2005-03-24T23:03:00,384.48
2005-03-25T00:03:00,384.48
2005-03-25T01:03:00,384.48
2005-03-25T02:03:00,384.48
2005-03-25T03:03:00,384.48
2005-03-25T04:03:00,384.48
2005-03-25T05:03:00,384.49
2005-03-25T06:03:00,384.49
2005-03-25T07:03:00,384.49
2005-03-25T08:03:00,384.47
2005-03-25T09:03:00,384.46
2005-03-25T10:03:00,384.47
2005-03-25T11:03:00,384.46
2005-03-25T12:03:00,384.46
2005-03-25T13:03:00,384.50
2005-03-25T14:03:00,384.48
2005-03-25T15:03:00,384.46
2005-03-25T16:03:00,384.46
2005-03-25T17:03:00,384.47
2005-03-25T18:03:00,384.47
2005-03-25T19:03:00,384.48
2005-03-25T20:03:00,384.48
2005-03-25T21:03:00,384.47
2005-03-25T22:03:00,384.47
2005-03-25T23:03:00,384.47
2005-03-26T00:03:00,384.46
2005-03-26T01:03:00,384.46
2005-03-26T02:03:00,384.46
2005-03-26T03:03:00,384.46
2005-03-26T04:03:00,384.45
2005-03-26T05:03:00,384.45
2005-03-26T06:03:00,384.45
2005-03-26T07:03:00,384.44
2005-03-26T08:03:00,384.44
2005-03-26T09:03:00,384.44
2005-03-26T10:03:00,384.43
2005-03-26T11:03:00,384.43
2005-03-26T12:03:00,384.43
2005-03-26T13:03:00,384.42
2005-03-26T14:03:00,384.42
2005-03-26T15:03:00,384.42
2005-03-26T16:03:00,384.41
2005-03-26T17:03:00,384.41
2005-03-26T18:03:00,384.41
2005-03-26T19:03:00,384.41
2005-03-26T20:03:00,384.40
2005-03-26T21:03:00,384.40
2005-03-26T22:03:00,384.40
2005-03-26T23:03:00,384.39
2005-03-27T00:03:00,384.39
2005-03-27T01:03:00,384.39
2005-03-27T02:03:00,384.39
2005-03-27T03:03:00,384.39
2005-03-27T04:03:00,384.38
2005-03-27T05:03:00,384.39
2005-03-27T06:03:00,384.39
2005-03-27T07:03:00,384.39
2005-03-27T08:03:00,384.39
2005-03-27T09:03:00,384.39
2005-03-27T10:03:00,384.39
2005-03-27T11:03:00,384.39
2005-03-27T12:03:00,384.39
2005-03-27T13:03:00,384.39
2005-03-27T14:03:00,384.39
2005-03-27T15:03:00,384.40
2005-03-27T16:03:00,384.40
2005-03-27T17:03:00,384.40
2005-03-27T18:03:00,384.40
2005-03-27T19:03:00,384.40
2005-03-27T20:03:00,384.40
2005-03-27T21:03:00,384.40
2005-03-27T22:03:00,384.41
2005-03-27T23:03:00,384.41
2005-03-28T00:03:00,384.41
2005-03-28T01:03:00,384.41
2005-03-28T02:03:00,384.41
2005-03-28T03:03:00,384.41
2005-03-28T04:03:00,384.41
2005-03-28T05:03:00,384.41
2005-03-28T06:03:00,384.41
2005-03-28T07:03:00,384.41
2005-03-28T08:03:00,384.41
2005-03-28T09:03:00,384.41
2005-03-28T10:03:00,384.41
2005-03-28T11:03:00,384.41
2005-03-28T12:03:00,384.41
2005-03-28T13:03:00,384.41
2005-03-28T14:03:00,384.41
2005-03-28T15:03:00,384.42
2005-03-28T16:03:00,384.42
2005-03-28T17:03:00,384.42
2005-03-28T18:03:00,384.42
2005-03-28T19:03:00,384.41
2005-03-28T20:03:00,384.41
2005-03-28T21:03:00,384.41
2005-03-28T22:03:00,384.41
2005-03-28T23:03:00,384.41
2005-03-29T00:03:00,384.41
2005-03-29T01:03:00,384.41
2005-03-29T02:03:00,384.41
2005-03-29T03:03:00,384.41
2005-03-29T04:03:00,384.41
2005-03-29T05:03:00,384.41
2005-03-29T06:03:00,384.41
2005-03-29T07:03:00,384.37
2005-03-29T08:03:00,384.37
2005-03-29T09:03:00,384.37
2005-03-29T10:03:00,384.37
2005-03-29T11:03:00,384.37
2005-03-29T12:03:00,384.40
2005-03-29T13:03:00,384.38
2005-03-29T14:03:00,384.38
2005-03-29T15:03:00,384.39
2005-03-29T16:03:00,384.39
2005-03-29T17:03:00,384.39
2005-03-29T18:03:00,384.39
2005-03-29T19:03:00,384.39
2005-03-29T20:03:00,384.40
2005-03-29T21:03:00,384.40
2005-03-29T22:03:00,384.40
2005-03-29T23:03:00,384.40
2005-03-30T00:03:00,384.40
2005-03-30T01:03:00,384.40
2005-03-30T02:03:00,384.40
2005-03-30T03:03:00,384.39
2005-03-30T04:03:00,384.39
2005-03-30T05:03:00,384.39
2005-03-30T06:03:00,384.39
2005-03-30T07:03:00,384.37
2005-03-30T08:03:00,384.35
2005-03-30T09:03:00,384.35
2005-03-30T10:03:00,384.35
2005-03-30T11:03:00,384.35
2005-03-30T12:03:00,384.38
2005-03-30T13:03:00,384.35
2005-03-30T14:03:00,384.35
2005-03-30T15:03:00,384.35
2005-03-30T16:03:00,384.35
2005-03-30T17:03:00,384.35
2005-03-30T18:03:00,384.35
2005-03-30T19:03:00,384.37
2005-03-30T20:03:00,384.37
2005-03-30T21:03:00,384.37
2005-03-30T22:03:00,384.37
2005-03-30T23:03:00,384.37
2005-03-31T00:03:00,384.37
2005-03-31T01:03:00,384.37
2005-03-31T02:03:00,384.37
2005-03-31T03:03:00,384.36
2005-03-31T04:03:00,384.36
2005-03-31T05:03:00,384.36
2005-03-31T06:03:00,384.36
2005-03-31T07:03:00,384.36
2005-03-31T08:03:00,384.35
2005-03-31T09:03:00,384.35
2005-03-31T10:03:00,384.34
2005-03-31T11:03:00,384.34
2005-03-31T12:03:00,384.35
2005-03-31T13:03:00,384.34
2005-03-31T14:03:00,384.34
2005-03-31T15:03:00,384.36
2005-03-31T16:03:00,384.32
2005-03-31T17:03:00,384.32
2005-03-31T18:03:00,384.32
2005-03-31T19:03:00,384.32
2005-03-31T20:03:00,384.32
2005-03-31T21:03:00,384.34
2005-03-31T22:03:00,384.34
2005-03-31T23:03:00,384.34
2005-04-01T00:04:00,384.34
2005-04-01T01:04:00,384.34
2005-04-01T02:04:00,384.34
2005-04-01T03:04:00,384.34
2005-04-01T04:04:00,384.34
2005-04-01T05:04:00,384.34
2005-04-01T06:04:00,384.34
2005-04-01T07:04:00,384.31
2005-04-01T08:04:00,384.30
2005-04-01T09:04:00,384.31
2005-04-01T10:04:00,384.29
2005-04-01T11:04:00,384.30
2005-04-01T12:04:00,384.31
2005-04-01T13:04:00,384.32
2005-04-01T14:04:00,384.29
2005-04-01T15:04:00,384.29
2005-04-01T16:04:00,384.30
2005-04-01T17:04:00,384.30
2005-04-01T18:04:00,384.30
2005-04-01T19:04:00,384.31
2005-04-01T20:04:00,384.31
2005-04-01T21:04:00,384.31
2005-04-01T22:04:00,384.31
2005-04-01T23:04:00,384.31
2005-04-02T00:04:00,384.31
2005-04-02T01:04:00,384.31
2005-04-02T02:04:00,384.31
2005-04-02T03:04:00,384.31
2005-04-02T04:04:00,384.31
2005-04-02T05:04:00,384.31
2005-04-02T06:04:00,384.31
2005-04-02T07:04:00,384.31
2005-04-02T08:04:00,384.31
2005-04-02T09:04:00,384.31
2005-04-02T10:04:00,384.31
2005-04-02T11:04:00,384.31
2005-04-02T12:04:00,384.31
2005-04-02T13:04:00,384.31
2005-04-02T14:04:00,384.31
2005-04-02T15:04:00,384.31
2005-04-02T16:04:00,384.31
2005-04-02T17:04:00,384.31
2005-04-02T18:04:00,384.31
2005-04-02T19:04:00,384.31
2005-04-02T20:04:00,384.31
2005-04-02T21:04:00,384.30
2005-04-02T22:04:00,384.30
2005-04-02T23:04:00,384.30
2005-04-03T00:04:00,384.30
2005-04-03T01:04:00,384.30
2005-04-03T02:04:00,384.30
2005-04-03T03:04:00,384.30
2005-04-03T04:04:00,384.30
2005-04-03T05:04:00,384.30
2005-04-03T06:04:00,384.30
2005-04-03T07:04:00,384.30
2005-04-03T08:04:00,384.29
2005-04-03T09:04:00,384.30
2005-04-03T10:04:00,384.30
2005-04-03T11:04:00,384.29
2005-04-03T12:04:00,384.29
2005-04-03T13:04:00,384.29
2005-04-03T14:04:00,384.29
2005-04-03T15:04:00,384.29
2005-04-03T16:04:00,384.29
2005-04-03T17:04:00,384.29
2005-04-03T18:04:00,384.29
2005-04-03T19:04:00,384.29
2005-04-03T20:04:00,384.29
2005-04-03T21:04:00,384.29
2005-04-03T22:04:00,384.29
2005-04-03T23:04:00,384.29
2005-04-04T00:04:00,384.29
2005-04-04T01:04:00,384.29
2005-04-04T02:04:00,384.29
2005-04-04T03:04:00,384.28
2005-04-04T04:04:00,384.28
2005-04-04T05:04:00,384.28
2005-04-04T06:04:00,384.28
2005-04-04T07:04:00,384.26
2005-04-04T08:04:00,384.27
2005-04-04T09:04:00,384.25
2005-04-04T10:04:00,384.25
2005-04-04T11:04:00,384.24
2005-04-04T12:04:00,384.26
2005-04-04T13:04:00,384.26
2005-04-04T14:04:00,384.24
2005-04-04T15:04:00,384.25
2005-04-04T16:04:00,384.23
2005-04-04T17:04:00,384.24
2005-04-04T18:04:00,384.24
2005-04-04T19:04:00,384.24
2005-04-04T20:04:00,384.26
2005-04-04T21:04:00,384.26
2005-04-04T22:04:00,384.27
2005-04-04T23:04:00,384.27
2005-04-05T00:04:00,384.27
2005-04-05T01:04:00,384.27
2005-04-05T02:04:00,384.27
2005-04-05T03:04:00,384.27
2005-04-05T04:04:00,384.27
2005-04-05T05:04:00,384.26
2005-04-05T06:04:00,384.26
2005-04-05T07:04:00,384.24
2005-04-05T08:04:00,384.22
2005-04-05T09:04:00,384.23
2005-04-05T10:04:00,384.23
2005-04-05T11:04:00,384.23
2005-04-05T12:04:00,384.24
2005-04-05T13:04:00,384.22
2005-04-05T14:04:00,384.22
2005-04-05T15:04:00,384.22
2005-04-05T16:04:00,384.22
2005-04-05T17:04:00,384.22
2005-04-05T18:04:00,384.22
2005-04-05T19:04:00,384.23
2005-04-05T20:04:00,384.24
2005-04-05T21:04:00,384.24
2005-04-05T22:04:00,384.24
2005-04-05T23:04:00,384.24
2005-04-06T00:04:00,384.24
2005-04-06T01:04:00,384.24
2005-04-06T02:04:00,384.24
2005-04-06T03:04:00,384.24
2005-04-06T04:04:00,384.24
2005-04-06T05:04:00,384.24
2005-04-06T06:04:00,384.24
2005-04-06T07:04:00,384.22
2005-04-06T08:04:00,384.22
2005-04-06T09:04:00,384.22
2005-04-06T10:04:00,384.21
2005-04-06T11:04:00,384.21
2005-04-06T12:04:00,384.24
2005-04-06T13:04:00,384.23
2005-04-06T14:04:00,384.21
2005-04-06T15:04:00,384.21
2005-04-06T16:04:00,384.21
2005-04-06T17:04:00,384.21
2005-04-06T18:04:00,384.21
2005-04-06T19:04:00,384.22
2005-04-06T20:04:00,384.22
2005-04-06T21:04:00,384.23
2005-04-06T22:04:00,384.24
2005-04-06T23:04:00,384.24
2005-04-07T00:04:00,384.24
2005-04-07T01:04:00,384.24
2005-04-07T02:04:00,384.24
2005-04-07T03:04:00,384.24
2005-04-07T04:04:00,384.24
2005-04-07T05:04:00,384.24
2005-04-07T06:04:00,384.23
2005-04-07T07:04:00,384.22
2005-04-07T08:04:00,384.23
2005-04-07T09:04:00,384.22
2005-04-07T10:04:00,384.21
2005-04-07T11:04:00,384.21
2005-04-07T12:04:00,384.21
2005-04-07T13:04:00,384.22
2005-04-07T14:04:00,384.22
2005-04-07T15:04:00,384.21
2005-04-07T16:04:00,384.20
2005-04-07T17:04:00,384.21
2005-04-07T18:04:00,384.21
2005-04-07T19:04:00,384.21
2005-04-07T20:04:00,384.21
2005-04-07T21:04:00,384.21
2005-04-07T22:04:00,384.22
2005-04-07T23:04:00,384.23
2005-04-08T00:04:00,384.23
2005-04-08T01:04:00,384.24
2005-04-08T02:04:00,384.24
2005-04-08T03:04:00,384.24
2005-04-08T04:04:00,384.24
2005-04-08T05:04:00,384.24
2005-04-08T06:04:00,384.24
2005-04-08T07:04:00,384.23
2005-04-08T08:04:00,384.23
2005-04-08T09:04:00,384.22
2005-04-08T10:04:00,384.23
2005-04-08T11:04:00,384.23
2005-04-08T12:04:00,384.24
2005-04-08T13:04:00,384.23
2005-04-08T14:04:00,384.23
2005-04-08T15:04:00,384.23
2005-04-08T16:04:00,384.23
2005-04-08T17:04:00,384.25
2005-04-08T18:04:00,384.28
2005-04-08T19:04:00,384.29
2005-04-08T20:04:00,384.29
2005-04-08T21:04:00,384.30
2005-04-08T22:04:00,384.31
2005-04-08T23:04:00,384.32
2005-04-09T00:04:00,384.32
2005-04-09T01:04:00,384.33
2005-04-09T02:04:00,384.34
2005-04-09T03:04:00,384.34
2005-04-09T04:04:00,384.35
2005-04-09T05:04:00,384.35
2005-04-09T06:04:00,384.36
2005-04-09T07:04:00,384.36
2005-04-09T08:04:00,384.36
2005-04-09T09:04:00,384.37
2005-04-09T10:04:00,384.37
2005-04-09T11:04:00,384.37
2005-04-09T12:04:00,384.37
2005-04-09T13:04:00,384.38
2005-04-09T14:04:00,384.38
2005-04-09T15:04:00,384.38
2005-04-09T16:04:00,384.38
2005-04-09T17:04:00,384.39
2005-04-09T18:04:00,384.39
2005-04-09T19:04:00,384.39
2005-04-09T20:04:00,384.39
2005-04-09T21:04:00,384.39
2005-04-09T22:04:00,384.39
2005-04-09T23:04:00,384.39
2005-04-10T00:04:00,384.39
2005-04-10T01:04:00,384.39
2005-04-10T02:04:00,384.39
2005-04-10T03:04:00,384.39
2005-04-10T04:04:00,384.38
2005-04-10T05:04:00,384.38
2005-04-10T06:04:00,384.39
2005-04-10T07:04:00,384.39
2005-04-10T08:04:00,384.39
2005-04-10T09:04:00,384.39
2005-04-10T10:04:00,384.38
2005-04-10T11:04:00,384.38
2005-04-10T12:04:00,384.38
2005-04-10T13:04:00,384.38
2005-04-10T14:04:00,384.38
2005-04-10T15:04:00,384.37
2005-04-10T16:04:00,384.37
2005-04-10T17:04:00,384.37
2005-04-10T18:04:00,384.37
2005-04-10T19:04:00,384.37
2005-04-10T20:04:00,384.37
2005-04-10T21:04:00,384.37
2005-04-10T22:04:00,384.37
2005-04-10T23:04:00,384.37
2005-04-11T00:04:00,384.37
2005-04-11T01:04:00,384.36
2005-04-11T02:04:00,384.36
2005-04-11T03:04:00,384.36
2005-04-11T04:04:00,384.36
2005-04-11T05:04:00,384.36
2005-04-11T06:04:00,384.35
2005-04-11T07:04:00,384.34
2005-04-11T08:04:00,384.36
2005-04-11T09:04:00,384.34
2005-04-11T10:04:00,384.33
2005-04-11T11:04:00,384.35
2005-04-11T12:04:00,384.36
2005-04-11T13:04:00,384.33
2005-04-11T14:04:00,384.32
2005-04-11T15:04:00,384.31
2005-04-11T16:04:00,384.31
2005-04-11T17:04:00,384.33
2005-04-11T18:04:00,384.32
2005-04-11T19:04:00,384.33
2005-04-11T20:04:00,384.33
2005-04-11T21:04:00,384.34
2005-04-11T22:04:00,384.34
2005-04-11T23:04:00,384.34
2005-04-12T00:04:00,384.34
2005-04-12T01:04:00,384.34
2005-04-12T02:04:00,384.34
2005-04-12T03:04:00,384.34
2005-04-12T04:04:00,384.34
2005-04-12T05:04:00,384.34
2005-04-12T06:04:00,384.33
2005-04-12T07:04:00,384.32
2005-04-12T08:04:00,384.32
2005-04-12T09:04:00,384.34
2005-04-12T10:04:00,384.32
2005-04-12T11:04:00,384.32
2005-04-12T12:04:00,384.32
2005-04-12T13:04:00,384.32
2005-04-12T14:04:00,384.32
2005-04-12T15:04:00,384.32
2005-04-12T16:04:00,384.32
2005-04-12T17:04:00,384.33
2005-04-12T18:04:00,384.34
2005-04-12T19:04:00,384.34
2005-04-12T20:04:00,384.34
2005-04-12T21:04:00,384.34
2005-04-12T22:04:00,384.34
2005-04-12T23:04:00,384.34
2005-04-13T00:04:00,384.34
2005-04-13T01:04:00,384.34
2005-04-13T02:04:00,384.34
2005-04-13T03:04:00,384.34
2005-04-13T04:04:00,384.34
2005-04-13T05:04:00,384.34
2005-04-13T06:04:00,384.33
2005-04-13T07:04:00,384.33
2005-04-13T08:04:00,384.33
2005-04-13T09:04:00,384.32
2005-04-13T10:04:00,384.32
2005-04-13T11:04:00,384.31
2005-04-13T12:04:00,384.32
2005-04-13T13:04:00,384.30
2005-04-13T14:04:00,384.30
2005-04-13T15:04:00,384.29
2005-04-13T16:04:00,384.29
2005-04-13T17:04:00,384.30
2005-04-13T18:04:00,384.30
2005-04-13T19:04:00,384.30
2005-04-13T20:04:00,384.32
2005-04-13T21:04:00,384.32
2005-04-13T22:04:00,384.32
2005-04-13T23:04:00,384.32
2005-04-14T00:04:00,384.32
2005-04-14T01:04:00,384.32
2005-04-14T02:04:00,384.32
2005-04-14T03:04:00,384.32
2005-04-14T04:04:00,384.32
2005-04-14T05:04:00,384.32
2005-04-14T06:04:00,384.32
2005-04-14T07:04:00,384.29
2005-04-14T08:04:00,384.30
2005-04-14T09:04:00,384.28
2005-04-14T10:04:00,384.29
2005-04-14T11:04:00,384.28
2005-04-14T12:04:00,384.28
2005-04-14T13:04:00,384.28
2005-04-14T14:04:00,384.27
2005-04-14T15:04:00,384.29
2005-04-14T16:04:00,384.28
2005-04-14T17:04:00,384.29
2005-04-14T18:04:00,384.30
2005-04-14T19:04:00,384.30
2005-04-14T20:04:00,384.30
2005-04-14T21:04:00,384.30
2005-04-14T22:04:00,384.30
2005-04-14T23:04:00,384.30
2005-04-15T00:04:00,384.30
2005-04-15T01:04:00,384.30
2005-04-15T02:04:00,384.30
2005-04-15T03:04:00,384.30
2005-04-15T04:04:00,384.30
2005-04-15T05:04:00,384.30
2005-04-15T06:04:00,384.30
2005-04-15T07:04:00,384.28
2005-04-15T08:04:00,384.28
2005-04-15T09:04:00,384.28
2005-04-15T10:04:00,384.28
2005-04-15T11:04:00,384.29
2005-04-15T12:04:00,384.30
2005-04-15T13:04:00,384.28
2005-04-15T14:04:00,384.28
2005-04-15T15:04:00,384.27
2005-04-15T16:04:00,384.28
2005-04-15T17:04:00,384.30
2005-04-15T18:04:00,384.30
2005-04-15T19:04:00,384.31
2005-04-15T20:04:00,384.32
2005-04-15T21:04:00,384.32
2005-04-15T22:04:00,384.33
2005-04-15T23:04:00,384.33
2005-04-16T00:04:00,384.33
2005-04-16T01:04:00,384.34
2005-04-16T02:04:00,384.34
2005-04-16T03:04:00,384.35
2005-04-16T04:04:00,384.36
2005-04-16T05:04:00,384.37
2005-04-16T06:04:00,384.38
2005-04-16T07:04:00,384.39
2005-04-16T08:04:00,384.41
2005-04-16T09:04:00,384.43
2005-04-16T10:04:00,384.44
2005-04-16T11:04:00,384.46
2005-04-16T12:04:00,384.48
2005-04-16T13:04:00,384.51
2005-04-16T14:04:00,384.54
2005-04-16T15:04:00,384.58
2005-04-16T16:04:00,384.62
2005-04-16T17:04:00,384.66
2005-04-16T18:04:00,384.69
2005-04-16T19:04:00,384.72
2005-04-16T20:04:00,384.75
2005-04-16T21:04:00,384.77
2005-04-16T22:04:00,384.79
2005-04-16T23:04:00,384.81
2005-04-17T00:04:00,384.83
2005-04-17T01:04:00,384.84
2005-04-17T02:04:00,384.86
2005-04-17T03:04:00,384.87
2005-04-17T04:04:00,384.88
2005-04-17T05:04:00,384.89
2005-04-17T06:04:00,384.89
2005-04-17T07:04:00,384.90
2005-04-17T08:04:00,384.90
2005-04-17T09:04:00,384.91
2005-04-17T10:04:00,384.91
2005-04-17T11:04:00,384.91
2005-04-17T12:04:00,384.91
2005-04-17T13:04:00,384.92
2005-04-17T14:04:00,384.92
2005-04-17T15:04:00,384.92
2005-04-17T16:04:00,384.92
2005-04-17T17:04:00,384.92
2005-04-17T18:04:00,384.92
2005-04-17T19:04:00,384.91
2005-04-17T20:04:00,384.91
2005-04-17T21:04:00,384.91
2005-04-17T22:04:00,384.90
2005-04-17T23:04:00,384.90
2005-04-18T00:04:00,384.90
2005-04-18T01:04:00,384.89
2005-04-18T02:04:00,384.89
2005-04-18T03:04:00,384.89
2005-04-18T04:04:00,384.88
2005-04-18T05:04:00,384.88
2005-04-18T06:04:00,384.87
2005-04-18T07:04:00,384.86
2005-04-18T08:04:00,384.83
2005-04-18T09:04:00,384.82
2005-04-18T10:04:00,384.83
2005-04-18T11:04:00,384.82
2005-04-18T12:04:00,384.81
2005-04-18T13:04:00,384.80
2005-04-18T14:04:00,384.79
2005-04-18T15:04:00,384.80
2005-04-18T16:04:00,384.78
2005-04-18T17:04:00,384.78
2005-04-18T18:04:00,384.78
2005-04-18T19:04:00,384.78
2005-04-18T20:04:00,384.79
2005-04-18T21:04:00,384.79
2005-04-18T22:04:00,384.79
2005-04-18T23:04:00,384.79
2005-04-19T00:04:00,384.78
2005-04-19T01:04:00,384.78
2005-04-19T02:04:00,384.78
2005-04-19T03:04:00,384.77
2005-04-19T04:04:00,384.77
2005-04-19T05:04:00,384.77
2005-04-19T06:04:00,384.75
2005-04-19T07:04:00,384.72
2005-04-19T08:04:00,384.72
2005-04-19T09:04:00,384.72
2005-04-19T10:04:00,384.71
2005-04-19T11:04:00,384.72
2005-04-19T12:04:00,384.73
2005-04-19T13:04:00,384.70
2005-04-19T14:04:00,384.71
2005-04-19T15:04:00,384.70
2005-04-19T16:04:00,384.68
2005-04-19T17:04:00,384.68
2005-04-19T18:04:00,384.69
2005-04-19T19:04:00,384.70
2005-04-19T20:04:00,384.70
2005-04-19T21:04:00,384.70
2005-04-19T22:04:00,384.70
2005-04-19T23:04:00,384.70
2005-04-20T00:04:00,384.69
2005-04-20T01:04:00,384.69
2005-04-20T02:04:00,384.69
2005-04-20T03:04:00,384.69
2005-04-20T04:04:00,384.68
2005-04-20T05:04:00,384.68
2005-04-20T06:04:00,384.67
2005-04-20T07:04:00,384.66
2005-04-20T08:04:00,384.65
2005-04-20T09:04:00,384.65
2005-04-20T10:04:00,384.65
2005-04-20T11:04:00,384.64
2005-04-20T12:04:00,384.66
2005-04-20T13:04:00,384.64
2005-04-20T14:04:00,384.63
2005-04-20T15:04:00,384.63
2005-04-20T16:04:00,384.62
2005-04-20T17:04:00,384.63
2005-04-20T18:04:00,384.63
2005-04-20T19:04:00,384.63
2005-04-20T20:04:00,384.63
2005-04-20T21:04:00,384.63
2005-04-20T22:04:00,384.63
2005-04-20T23:04:00,384.62
2005-04-21T00:04:00,384.62
2005-04-21T01:04:00,384.62
2005-04-21T02:04:00,384.61
2005-04-21T03:04:00,384.61
2005-04-21T04:04:00,384.61
2005-04-21T05:04:00,384.61
2005-04-21T06:04:00,384.60
2005-04-21T07:04:00,384.57
2005-04-21T08:04:00,384.56
2005-04-21T09:04:00,384.56
2005-04-21T10:04:00,384.55
2005-04-21T11:04:00,384.55
2005-04-21T12:04:00,384.57
2005-04-21T13:04:00,384.54
2005-04-21T14:04:00,384.53
2005-04-21T15:04:00,384.54
2005-04-21T16:04:00,384.53
2005-04-21T17:04:00,384.53
2005-04-21T18:04:00,384.53
2005-04-21T19:04:00,384.53
2005-04-21T20:04:00,384.55
2005-04-21T21:04:00,384.54
2005-04-21T22:04:00,384.54
2005-04-21T23:04:00,384.54
2005-04-22T00:04:00,384.54
2005-04-22T01:04:00,384.54
2005-04-22T02:04:00,384.54
2005-04-22T03:04:00,384.53
2005-04-22T04:04:00,384.53
2005-04-22T05:04:00,384.53
2005-04-22T06:04:00,384.52
2005-04-22T07:04:00,384.50
2005-04-22T08:04:00,384.49
2005-04-22T09:04:00,384.48
2005-04-22T10:04:00,384.48
2005-04-22T11:04:00,384.48
2005-04-22T12:04:00,384.48
2005-04-22T13:04:00,384.47
2005-04-22T14:04:00,384.47
2005-04-22T15:04:00,384.47
2005-04-22T16:04:00,384.47
2005-04-22T17:04:00,384.47
2005-04-22T18:04:00,384.47
2005-04-22T19:04:00,384.48
2005-04-22T20:04:00,384.47
2005-04-22T21:04:00,384.49
2005-04-22T22:04:00,384.49
2005-04-22T23:04:00,384.49
2005-04-23T00:04:00,384.49
2005-04-23T01:04:00,384.48
2005-04-23T02:04:00,384.48
2005-04-23T03:04:00,384.48
2005-04-23T04:04:00,384.48
2005-04-23T05:04:00,384.48
2005-04-23T06:04:00,384.48
2005-04-23T07:04:00,384.48
2005-04-23T08:04:00,384.48
2005-04-23T09:04:00,384.47
2005-04-23T10:04:00,384.47
2005-04-23T11:04:00,384.47
2005-04-23T12:04:00,384.47
2005-04-23T13:04:00,384.47
2005-04-23T14:04:00,384.47
2005-04-23T15:04:00,384.47
2005-04-23T16:04:00,384.47
2005-04-23T17:04:00,384.46
2005-04-23T18:04:00,384.46
2005-04-23T19:04:00,384.46
2005-04-23T20:04:00,384.46
2005-04-23T21:04:00,384.46
2005-04-23T22:04:00,384.46
2005-04-23T23:04:00,384.46
2005-04-24T00:04:00,384.45
2005-04-24T01:04:00,384.45
2005-04-24T02:04:00,384.45
2005-04-24T03:04:00,384.45
2005-04-24T04:04:00,384.45
2005-04-24T05:04:00,384.45
2005-04-24T06:04:00,384.44
2005-04-24T07:04:00,384.44
2005-04-24T08:04:00,384.44
2005-04-24T09:04:00,384.44
2005-04-24T10:04:00,384.44
2005-04-24T11:04:00,384.44
2005-04-24T12:04:00,384.44
2005-04-24T13:04:00,384.44
2005-04-24T14:04:00,384.44
2005-04-24T15:04:00,384.44
2005-04-24T16:04:00,384.43
2005-04-24T17:04:00,384.43
2005-04-24T18:04:00,384.43
2005-04-24T19:04:00,384.43
2005-04-24T20:04:00,384.43
2005-04-24T21:04:00,384.43
2005-04-24T22:04:00,384.43
2005-04-24T23:04:00,384.43
2005-04-25T00:04:00,384.43
2005-04-25T01:04:00,384.43
2005-04-25T02:04:00,384.43
2005-04-25T03:04:00,384.43
2005-04-25T04:04:00,384.43
2005-04-25T05:04:00,384.43
2005-04-25T06:04:00,384.42
2005-04-25T07:04:00,384.40
2005-04-25T08:04:00,384.39
2005-04-25T09:04:00,384.39
2005-04-25T10:04:00,384.40
2005-04-25T11:04:00,384.39
2005-04-25T12:04:00,384.39
2005-04-25T13:04:00,384.39
2005-04-25T14:04:00,384.39
2005-04-25T15:04:00,384.40
2005-04-25T16:04:00,384.39
2005-04-25T17:04:00,384.39
2005-04-25T18:04:00,384.39
2005-04-25T19:04:00,384.39
2005-04-25T20:04:00,384.40
2005-04-25T21:04:00,384.40
2005-04-25T22:04:00,384.40
2005-04-25T23:04:00,384.40
2005-04-26T00:04:00,384.40
2005-04-26T01:04:00,384.40
2005-04-26T02:04:00,384.40
2005-04-26T03:04:00,384.41
2005-04-26T04:04:00,384.42
2005-04-26T05:04:00,384.42
2005-04-26T06:04:00,384.41
2005-04-26T07:04:00,384.38
2005-04-26T08:04:00,384.38
2005-04-26T09:04:00,384.38
